client_id,snapshot_date,business_name,store_type,zone,registration_date,first_purchase_date,last_purchase_date,length_reference_date,length_source,has_transactions,length_days,recency_days,frequency,monetary,volume,L,R,F,M,V,n_transactions,frequency_last_3_months,frequency_previous_3_months,delta_frequency,es_nuevo,low_history_flag,churn_eligible
CLI-0115,2025-06-30,Bodega El Centro,bodega,Huancayo Cercado,2021-07-01,2021-07-04,2025-06-30,2021-07-04,first_purchase_date,True,1457,0.0,31,3137.7,3,1457,0.0,31,3137.7,3,200,15,16,-1,False,False,True
CLI-0116,2025-06-30,Minimarket Don José,bodega,San Carlos,2021-03-01,2021-03-30,2025-06-29,2021-03-30,first_purchase_date,True,1553,1.0,25,4381.07,4,1553,1.0,25,4381.07,4,199,12,13,-1,False,False,True
CLI-0117,2025-06-30,Bodega El Centro,bodega,Huancayo Centro,2025-01-28,2025-01-16,2025-06-09,2025-01-16,first_purchase_date,True,165,21.0,8,371.57,2,165,21.0,8,371.57,2,8,1,7,-6,True,False,False
CLI-0118,2025-06-30,Bodega Santa Isabel,bodega,Huancayo Cercado,2022-11-10,2022-11-15,2025-06-24,2022-11-15,first_purchase_date,True,958,6.0,14,1774.92,2,958,6.0,14,1774.92,2,87,9,5,4,False,False,True
CLI-0119,2025-06-30,Mini La Económica,minimarket,El Tambo,2021-05-16,2021-05-09,2024-06-21,2021-05-09,first_purchase_date,True,1513,374.0,0,0.0,0,1513,374.0,0,0.0,0,160,0,0,0,False,False,True
CLI-0120,2025-06-30,Minimarket La Familia,bodega,El Tambo,2025-03-23,2025-03-20,2025-06-27,2025-03-20,first_purchase_date,True,102,3.0,14,723.2,2,102,3.0,14,723.2,2,14,12,2,10,True,False,False
CLI-0121,2025-06-30,Bodega El Centro,bodega,El Tambo,2022-04-15,2022-04-22,2025-06-28,2022-04-22,first_purchase_date,True,1165,2.0,23,3954.62,3,1165,2.0,23,3954.62,3,149,6,17,-11,False,False,True
CLI-0122,2025-06-30,Mini El Tambo,minimarket,Huancayo Centro,2021-03-04,2021-03-01,2025-06-27,2021-03-01,first_purchase_date,True,1582,3.0,41,12597.64,4,1582,3.0,41,12597.64,4,391,27,14,13,False,False,True
CLI-0123,2025-06-30,Bodega La Familia,bodega,San Carlos,2021-02-02,2021-02-18,2025-06-23,2021-02-18,first_purchase_date,True,1593,7.0,26,4939.86,3,1593,7.0,26,4939.86,3,210,14,12,2,False,False,True
CLI-0124,2025-06-30,Minimarket El Sol,bodega,San Carlos,2021-04-02,2021-04-01,2025-06-24,2021-04-01,first_purchase_date,True,1551,6.0,8,1769.35,4,1551,6.0,8,1769.35,4,182,2,6,-4,False,False,True
CLI-0125,2025-06-30,Bodega El Progreso,bodega,San Carlos,2025-05-10,2025-05-07,2025-06-29,2025-05-07,first_purchase_date,True,54,1.0,8,395.23,2,54,1.0,8,395.23,2,8,8,0,8,True,False,False
CLI-0126,2025-06-30,Restaurant La Esquina,restaurante,Huancayo Cercado,2022-10-13,2022-10-01,2025-06-29,2022-10-01,first_purchase_date,True,1003,1.0,12,1283.42,2,1003,1.0,12,1283.42,2,62,6,6,0,False,False,True
CLI-0127,2025-06-30,Mini El Ahorro,minimarket,San Carlos,2022-02-14,2022-02-09,2025-06-28,2022-02-09,first_purchase_date,True,1237,2.0,35,4241.21,3,1237,2.0,35,4241.21,3,256,14,21,-7,False,False,True
CLI-0128,2025-06-30,Licores Don José,licoreria,El Tambo,2023-03-05,2023-03-24,2024-08-21,2023-03-24,first_purchase_date,True,829,313.0,0,0.0,0,829,313.0,0,0.0,0,45,0,0,0,False,False,True
CLI-0129,2025-06-30,Minimarket San Martín,bodega,Chilca,2022-12-21,2022-12-06,2025-03-20,2022-12-06,first_purchase_date,True,937,102.0,3,183.72,2,937,102.0,3,183.72,2,48,0,3,-3,False,False,True
CLI-0130,2025-06-30,Minimarket Virgen de Cocharcas,bodega,Huancayo Centro,2025-05-03,2025-05-02,2025-06-29,2025-05-02,first_purchase_date,True,59,1.0,8,956.46,2,59,1.0,8,956.46,2,8,8,0,8,True,False,False
CLI-0131,2025-06-30,Tienda El Ahorro,bodega,Chilca,2025-04-28,2025-04-10,2025-06-05,2025-04-10,first_purchase_date,True,81,25.0,6,399.63,2,81,25.0,6,399.63,2,6,6,0,6,True,False,False
CLI-0132,2025-06-30,Cevichería Doña María,restaurante,El Tambo,2022-03-03,2022-03-07,2025-06-17,2022-03-07,first_purchase_date,True,1211,13.0,24,3787.93,3,1211,13.0,24,3787.93,3,181,13,11,2,False,False,True
CLI-0133,2025-06-30,Tienda Los Olivos,bodega,Huancayo Centro,2022-03-15,2022-03-12,2025-06-07,2022-03-12,first_purchase_date,True,1206,23.0,20,2360.81,3,1206,23.0,20,2360.81,3,146,6,14,-8,False,False,True
CLI-0134,2025-06-30,Minimarket Wanka,minimarket,Huancayo Cercado,2022-04-29,2022-04-04,2025-06-18,2022-04-04,first_purchase_date,True,1183,12.0,17,2453.88,3,1183,12.0,17,2453.88,3,170,6,11,-5,False,False,True
CLI-0135,2025-06-30,Bodega El Tambo,bodega,San Carlos,2022-02-24,2022-02-02,2025-04-28,2022-02-02,first_purchase_date,True,1244,63.0,12,1161.19,3,1244,63.0,12,1161.19,3,111,4,8,-4,False,False,True
CLI-0136,2025-06-30,Distribuidora La Familia,licoreria,Chilca,2021-03-30,2021-03-08,2025-06-22,2021-03-08,first_purchase_date,True,1575,8.0,14,1856.05,3,1575,8.0,14,1856.05,3,218,6,8,-2,False,False,True
CLI-0137,2025-06-30,Minimarket Virgen de Cocharcas,bodega,San Carlos,2021-02-01,2021-02-18,2025-05-23,2021-02-18,first_purchase_date,True,1593,38.0,17,1896.5,3,1593,38.0,17,1896.5,3,223,5,12,-7,False,False,True
CLI-0138,2025-06-30,Licores El Sol,licoreria,Huancayo Centro,2021-05-22,2021-05-12,2025-06-27,2021-05-12,first_purchase_date,True,1510,3.0,23,4213.87,3,1510,3.0,23,4213.87,3,210,12,11,1,False,False,True
CLI-0139,2025-06-30,Mini Wanka,minimarket,Huancayo Cercado,2021-02-27,2021-02-13,2024-08-30,2021-02-13,first_purchase_date,True,1598,304.0,0,0.0,0,1598,304.0,0,0.0,0,161,0,0,0,False,False,True
CLI-0140,2025-06-30,Minimarket Doña María,bodega,San Carlos,2021-06-26,2021-06-03,2024-02-06,2021-06-03,first_purchase_date,True,1488,510.0,0,0.0,0,1488,510.0,0,0.0,0,95,0,0,0,False,False,True
CLI-0141,2025-06-30,Bodega El Sol,bodega,San Carlos,2021-09-05,2021-09-01,2025-06-19,2021-09-01,first_purchase_date,True,1398,11.0,10,843.19,3,1398,11.0,10,843.19,3,182,4,6,-2,False,False,True
CLI-0142,2025-06-30,Bodega La Familia,bodega,El Tambo,2023-07-22,2023-08-11,2025-03-13,2023-08-11,first_purchase_date,True,689,109.0,5,240.94,2,689,109.0,5,240.94,2,55,0,5,-5,False,False,True
CLI-0143,2025-06-30,Licorería Los Andes,licoreria,Chilca,2022-02-01,2022-02-02,2025-06-28,2022-02-02,first_purchase_date,True,1244,2.0,39,6576.45,3,1244,2.0,39,6576.45,3,217,21,18,3,False,False,True
CLI-0144,2025-06-30,Tienda El Centro,bodega,San Carlos,2021-05-25,2021-05-03,2025-06-30,2021-05-03,first_purchase_date,True,1519,0.0,27,3060.36,3,1519,0.0,27,3060.36,3,195,20,7,13,False,False,True
CLI-0145,2025-06-30,Bodega Santa Rosa,bodega,San Carlos,2025-03-01,2025-03-26,2025-06-23,2025-03-26,first_purchase_date,True,96,7.0,18,1982.54,2,96,7.0,18,1982.54,2,18,17,1,16,True,False,False
CLI-0146,2025-06-30,Market El Ahorro,minimarket,San Carlos,2025-01-30,2025-01-04,2025-06-28,2025-01-04,first_purchase_date,True,177,2.0,23,1275.68,2,177,2.0,23,1275.68,2,23,13,10,3,True,False,False
CLI-0147,2025-06-30,Minimarket El Buen Precio,bodega,El Tambo,2021-02-18,2021-02-06,2025-06-27,2021-02-06,first_purchase_date,True,1605,3.0,20,2242.9,3,1605,3.0,20,2242.9,3,205,9,11,-2,False,False,True
CLI-0148,2025-06-30,Minimarket El Sol,bodega,Huancayo Centro,2022-06-04,2022-06-04,2025-06-18,2022-06-04,first_purchase_date,True,1122,12.0,7,596.34,3,1122,12.0,7,596.34,3,119,2,5,-3,False,False,True
CLI-0149,2025-06-30,Market Mantaro,minimarket,San Carlos,2021-10-16,2021-10-01,2025-06-26,2021-10-01,first_purchase_date,True,1368,4.0,26,2159.37,3,1368,4.0,26,2159.37,3,204,16,10,6,False,False,True
CLI-0150,2025-06-30,Mini Los Olivos,minimarket,San Carlos,2021-07-24,2021-07-02,2023-09-30,2021-07-02,first_purchase_date,True,1459,639.0,0,0.0,0,1459,639.0,0,0.0,0,64,0,0,0,False,False,True
CLI-0151,2025-06-30,Tienda Wanka,bodega,Huancayo Cercado,2021-01-10,2021-01-13,2025-06-19,2021-01-13,first_purchase_date,True,1629,11.0,17,6058.94,4,1629,11.0,17,6058.94,4,207,8,9,-1,False,False,True
CLI-0152,2025-06-30,Minimarket El Paraíso,bodega,Huancayo Centro,2025-05-23,2025-05-17,2025-06-24,2025-05-17,first_purchase_date,True,44,6.0,4,397.76,2,44,6.0,4,397.76,2,4,4,0,4,True,False,False
CLI-0153,2025-06-30,Minimarket Virgen de Cocharcas,bodega,Huancayo Cercado,2022-03-06,2022-04-03,2025-06-28,2022-04-03,first_purchase_date,True,1184,2.0,16,2536.28,3,1184,2.0,16,2536.28,3,133,7,9,-2,False,False,True
CLI-0154,2025-06-30,Market La Económica,minimarket,San Carlos,2021-08-03,2021-08-01,2025-06-28,2021-08-01,first_purchase_date,True,1429,2.0,22,2439.57,3,1429,2.0,22,2439.57,3,187,10,12,-2,False,False,True
CLI-0155,2025-06-30,Tienda La Económica,bodega,El Tambo,2025-06-27,2025-06-07,2025-06-24,2025-06-07,first_purchase_date,True,23,6.0,5,495.69,2,23,6.0,5,495.69,2,5,5,0,5,True,False,False
CLI-0156,2025-06-30,Mini Mantaro,minimarket,El Tambo,2025-01-08,2025-01-26,2025-06-26,2025-01-26,first_purchase_date,True,155,4.0,25,2130.74,2,155,4.0,25,2130.74,2,25,15,10,5,True,False,False
CLI-0157,2025-06-30,Minimarket El Sol,bodega,Huancayo Cercado,2025-06-10,2025-06-30,2025-06-30,2025-06-30,first_purchase_date,True,0,0.0,1,97.62,1,0,0.0,1,97.62,1,1,1,0,1,True,True,False
CLI-0158,2025-06-30,Tienda El Progreso,bodega,El Tambo,2025-05-10,2025-05-01,2025-06-20,2025-05-01,first_purchase_date,True,60,10.0,12,946.79,2,60,10.0,12,946.79,2,12,12,0,12,True,False,False
CLI-0159,2025-06-30,Minimarket El Tambo,bodega,El Tambo,2022-02-04,2022-02-07,2025-06-27,2022-02-07,first_purchase_date,True,1239,3.0,31,4120.69,3,1239,3.0,31,4120.69,3,196,18,13,5,False,False,True
CLI-0160,2025-06-30,Mini Mantaro,minimarket,Huancayo Cercado,2021-01-11,2021-01-02,2024-02-01,2021-01-02,first_purchase_date,True,1640,515.0,0,0.0,0,1640,515.0,0,0.0,0,145,0,0,0,False,False,True
CLI-0161,2025-06-30,Tienda El Centro,bodega,Huancayo Centro,2022-05-14,2022-05-13,2025-06-20,2022-05-13,first_purchase_date,True,1144,10.0,30,5384.83,3,1144,10.0,30,5384.83,3,172,14,16,-2,False,False,True
CLI-0162,2025-06-30,Licorería Wanka,licoreria,El Tambo,2021-08-10,2021-08-07,2023-05-22,2021-08-07,first_purchase_date,True,1423,770.0,0,0.0,0,1423,770.0,0,0.0,0,54,0,0,0,False,False,True
CLI-0163,2025-06-30,Minimarket El Centro,bodega,Huancayo Cercado,2025-04-08,2025-04-02,2025-06-03,2025-04-02,first_purchase_date,True,89,27.0,5,690.42,2,89,27.0,5,690.42,2,5,5,0,5,True,False,False
CLI-0164,2025-06-30,Licores El Ahorro,licoreria,El Tambo,2022-04-22,2022-04-20,2025-05-25,2022-04-20,first_purchase_date,True,1167,36.0,8,777.89,3,1167,36.0,8,777.89,3,146,3,5,-2,False,False,True
CLI-0165,2025-06-30,Tienda El Tambo,bodega,El Tambo,2022-06-05,2022-06-14,2024-12-06,2022-06-14,first_purchase_date,True,1112,206.0,0,0.0,0,1112,206.0,0,0.0,0,98,0,0,0,False,False,True
CLI-0166,2025-06-30,Market Virgen de Cocharcas,minimarket,San Carlos,2022-04-05,2022-04-11,2025-06-12,2022-04-11,first_purchase_date,True,1176,18.0,23,3372.16,3,1176,18.0,23,3372.16,3,163,8,15,-7,False,False,True
CLI-0167,2025-06-30,Minimarket Santa Rosa,bodega,Huancayo Cercado,2022-02-01,2022-02-02,2024-02-28,2022-02-02,first_purchase_date,True,1244,488.0,0,0.0,0,1244,488.0,0,0.0,0,63,0,0,0,False,False,True
CLI-0168,2025-06-30,Minimarket La Familia,bodega,Chilca,2025-02-09,2025-02-21,2025-04-24,2025-02-21,first_purchase_date,True,129,67.0,3,182.05,2,129,67.0,3,182.05,2,3,1,2,-1,True,False,False
CLI-0169,2025-06-30,Mini Santa Rosa,minimarket,San Carlos,2021-03-23,2021-03-04,2025-06-27,2021-03-04,first_purchase_date,True,1579,3.0,36,10585.71,4,1579,3.0,36,10585.71,4,386,17,19,-2,False,False,True
CLI-0170,2025-06-30,Market Doña María,minimarket,Huancayo Centro,2021-04-15,2021-04-04,2024-12-20,2021-04-04,first_purchase_date,True,1548,192.0,0,0.0,0,1548,192.0,0,0.0,0,247,0,0,0,False,False,True
CLI-0171,2025-06-30,Bodega El Centro,bodega,Huancayo Centro,2021-09-04,2021-10-02,2024-09-30,2021-10-02,first_purchase_date,True,1367,273.0,0,0.0,0,1367,273.0,0,0.0,0,141,0,0,0,False,False,True
CLI-0172,2025-06-30,Tienda Mantaro,bodega,Huancayo Centro,2022-03-30,2022-03-04,2025-06-25,2022-03-04,first_purchase_date,True,1214,5.0,28,3182.9300000000003,3,1214,5.0,28,3182.9300000000003,3,173,16,12,4,False,False,True
CLI-0173,2025-06-30,Tienda El Tambo,bodega,San Carlos,2025-01-22,2025-02-12,2025-06-24,2025-02-12,first_purchase_date,True,138,6.0,5,276.88,2,138,6.0,5,276.88,2,5,2,3,-1,True,False,False
CLI-0174,2025-06-30,Bodega La Familia,bodega,El Tambo,2021-06-23,2021-06-02,2025-06-22,2021-06-02,first_purchase_date,True,1489,8.0,23,4527.49,3,1489,8.0,23,4527.49,3,209,9,14,-5,False,False,True
CLI-0175,2025-06-30,Tienda San Martín,bodega,San Carlos,2023-02-21,2023-02-21,2025-06-19,2023-02-21,first_purchase_date,True,860,11.0,19,1422.21,2,860,11.0,19,1422.21,2,68,13,6,7,False,False,True
CLI-0176,2025-06-30,Menú El Ahorro,restaurante,San Carlos,2021-03-30,2021-03-02,2025-06-29,2021-03-02,first_purchase_date,True,1581,1.0,48,16761.02,4,1581,1.0,48,16761.02,4,374,23,25,-2,False,False,True
CLI-0177,2025-06-30,Bodega El Tambo,bodega,Huancayo Centro,2021-01-18,2021-01-01,2025-06-25,2021-01-01,first_purchase_date,True,1641,5.0,26,9349.7,4,1641,5.0,26,9349.7,4,244,11,15,-4,False,False,True
CLI-0178,2025-06-30,Minimarket El Ahorro,bodega,San Carlos,2021-12-22,2021-12-07,2025-06-29,2021-12-07,first_purchase_date,True,1301,1.0,22,2515.06,3,1301,1.0,22,2515.06,3,179,8,14,-6,False,False,True
CLI-0179,2025-06-30,Tienda La Esquina,bodega,Chilca,2021-06-28,2021-06-04,2025-06-23,2021-06-04,first_purchase_date,True,1487,7.0,38,3259.79,3,1487,7.0,38,3259.79,3,238,15,23,-8,False,False,True
CLI-0180,2025-06-30,Minimarket La Familia,bodega,Chilca,2021-10-02,2021-11-01,2025-06-09,2021-11-01,first_purchase_date,True,1337,21.0,21,2814.41,3,1337,21.0,21,2814.41,3,176,9,12,-3,False,False,True
CLI-0181,2025-06-30,Minimarket Mantaro,bodega,Huancayo Centro,2021-01-12,2021-01-17,2025-06-27,2021-01-17,first_purchase_date,True,1625,3.0,24,5913.49,4,1625,3.0,24,5913.49,4,223,9,15,-6,False,False,True
CLI-0182,2025-06-30,Tienda El Paraíso,bodega,Huancayo Centro,2022-06-24,2022-06-16,2023-09-23,2022-06-16,first_purchase_date,True,1110,646.0,0,0.0,0,1110,646.0,0,0.0,0,58,0,0,0,False,False,True
CLI-0183,2025-06-30,Tienda Don José,bodega,San Carlos,2021-05-18,2021-05-10,2025-06-30,2021-05-10,first_purchase_date,True,1512,0.0,16,2719.04,3,1512,0.0,16,2719.04,3,174,12,4,8,False,False,True
CLI-0184,2025-06-30,Mini Wanka,minimarket,El Tambo,2022-09-12,2022-09-16,2024-03-01,2022-09-16,first_purchase_date,True,1018,486.0,0,0.0,0,1018,486.0,0,0.0,0,38,0,0,0,False,False,True
CLI-0185,2025-06-30,Minimarket San Martín,bodega,El Tambo,2021-07-09,2021-07-15,2025-06-26,2021-07-15,first_purchase_date,True,1446,4.0,24,2393.2,3,1446,4.0,24,2393.2,3,213,16,8,8,False,False,True
CLI-0186,2025-06-30,Tienda Doña María,bodega,Huancayo Cercado,2021-07-30,2021-07-02,2025-06-26,2021-07-02,first_purchase_date,True,1459,4.0,26,3290.68,3,1459,4.0,26,3290.68,3,220,15,11,4,False,False,True
CLI-0187,2025-06-30,Pollería Doña María,restaurante,Huancayo Centro,2022-04-03,2022-04-02,2025-03-14,2022-04-02,first_purchase_date,True,1185,108.0,4,303.44,2,1185,108.0,4,303.44,2,133,0,4,-4,False,False,True
CLI-0188,2025-06-30,Minimarket San Martín,bodega,El Tambo,2025-03-26,2025-03-29,2025-06-04,2025-03-29,first_purchase_date,True,93,26.0,3,292.0,2,93,26.0,3,292.0,2,3,2,1,1,True,False,False
CLI-0189,2025-06-30,Bodega Doña María,bodega,El Tambo,2021-10-12,2021-10-02,2025-06-20,2021-10-02,first_purchase_date,True,1367,10.0,20,2534.36,3,1367,10.0,20,2534.36,3,156,11,9,2,False,False,True
CLI-0190,2025-06-30,Minimarket Santa Rosa,bodega,San Carlos,2021-03-15,2021-03-13,2025-06-29,2021-03-13,first_purchase_date,True,1570,1.0,17,2987.98,3,1570,1.0,17,2987.98,3,190,8,9,-1,False,False,True
CLI-0191,2025-06-30,Restaurant Doña María,restaurante,El Tambo,2022-02-15,2022-03-04,2025-06-28,2022-03-04,first_purchase_date,True,1214,2.0,31,5709.94,3,1214,2.0,31,5709.94,3,139,25,6,19,False,False,True
CLI-0192,2025-06-30,Cevichería El Ahorro,restaurante,El Tambo,2021-03-04,2021-03-06,2025-06-26,2021-03-06,first_purchase_date,True,1577,4.0,37,4131.01,3,1577,4.0,37,4131.01,3,308,20,17,3,False,False,True
CLI-0193,2025-06-30,Minimarket Los Olivos,bodega,San Carlos,2021-01-16,2021-01-05,2025-04-25,2021-01-05,first_purchase_date,True,1637,66.0,17,2818.05,4,1637,66.0,17,2818.05,4,209,3,14,-11,False,False,True
CLI-0194,2025-06-30,Tienda La Económica,bodega,Huancayo Centro,2025-05-26,2025-05-04,2025-06-19,2025-05-04,first_purchase_date,True,57,11.0,11,949.26,2,57,11.0,11,949.26,2,11,11,0,11,True,False,False
CLI-0195,2025-06-30,Minimarket La Económica,bodega,Huancayo Centro,2021-01-17,2021-01-01,2025-06-28,2021-01-01,first_purchase_date,True,1641,2.0,19,2652.72,3,1641,2.0,19,2652.72,3,233,10,9,1,False,False,True
CLI-0196,2025-06-30,Mini Los Andes,minimarket,Huancayo Cercado,2021-07-15,2021-07-02,2024-04-15,2021-07-02,first_purchase_date,True,1459,441.0,0,0.0,0,1459,441.0,0,0.0,0,103,0,0,0,False,False,True
CLI-0197,2025-06-30,Minimarket Los Andes,bodega,Huancayo Cercado,2021-07-10,2021-07-03,2024-04-03,2021-07-03,first_purchase_date,True,1458,453.0,0,0.0,0,1458,453.0,0,0.0,0,115,0,0,0,False,False,True
CLI-0198,2025-06-30,Tienda Los Andes,bodega,Huancayo Cercado,2021-06-24,2021-06-23,2024-06-08,2021-06-23,first_purchase_date,True,1468,387.0,0,0.0,0,1468,387.0,0,0.0,0,114,0,0,0,False,False,True
CLI-0199,2025-06-30,Mini San Martín,minimarket,Huancayo Centro,2022-06-14,2022-06-02,2025-04-08,2022-06-02,first_purchase_date,True,1124,83.0,6,473.40999999999997,2,1124,83.0,6,473.40999999999997,2,134,1,5,-4,False,False,True
CLI-0200,2025-06-30,Licores La Económica,licoreria,El Tambo,2021-04-18,2021-04-03,2025-06-25,2021-04-03,first_purchase_date,True,1549,5.0,56,19972.34,4,1549,5.0,56,19972.34,4,379,29,27,2,False,False,True
CLI-0201,2025-06-30,Mini San Martín,minimarket,Huancayo Centro,2021-03-02,2021-03-01,2025-06-24,2021-03-01,first_purchase_date,True,1582,6.0,42,10811.82,4,1582,6.0,42,10811.82,4,340,19,23,-4,False,False,True
CLI-0202,2025-06-30,Tienda Santa Isabel,bodega,El Tambo,2022-04-10,2022-04-02,2024-06-21,2022-04-02,first_purchase_date,True,1185,374.0,0,0.0,0,1185,374.0,0,0.0,0,102,0,0,0,False,False,True
CLI-0203,2025-06-30,Minimarket La Esquina,bodega,Huancayo Cercado,2021-06-13,2021-06-29,2025-06-30,2021-06-29,first_purchase_date,True,1462,0.0,12,1407.71,2,1462,0.0,12,1407.71,2,118,6,6,0,False,False,True
CLI-0204,2025-06-30,Pollería Santa Isabel,restaurante,San Carlos,2025-04-07,2025-04-10,2025-06-24,2025-04-10,first_purchase_date,True,81,6.0,15,1496.64,2,81,6.0,15,1496.64,2,15,15,0,15,True,False,False
CLI-0205,2025-06-30,Pollería El Centro,restaurante,Huancayo Cercado,2021-12-14,2021-12-04,2025-01-29,2021-12-04,first_purchase_date,True,1304,152.0,2,95.82,2,1304,152.0,2,95.82,2,155,0,2,-2,False,False,True
CLI-0206,2025-06-30,Bodega El Buen Precio,bodega,El Tambo,2021-11-27,2021-11-03,2025-03-22,2021-11-03,first_purchase_date,True,1335,100.0,4,448.66,2,1335,100.0,4,448.66,2,162,0,4,-4,False,False,True
CLI-0207,2025-06-30,Menú El Progreso,restaurante,Huancayo Cercado,2021-10-04,2021-10-21,2025-06-26,2021-10-21,first_purchase_date,True,1348,4.0,9,775.41,3,1348,4.0,9,775.41,3,182,5,4,1,False,False,True
CLI-0208,2025-06-30,Minimarket Virgen de Cocharcas,bodega,Huancayo Centro,2022-01-12,2022-01-10,2025-06-27,2022-01-10,first_purchase_date,True,1267,3.0,28,3017.08,3,1267,3.0,28,3017.08,3,166,19,9,10,False,False,True
CLI-0209,2025-06-30,Bodega El Ahorro,bodega,El Tambo,2021-04-12,2021-04-01,2024-08-05,2021-04-01,first_purchase_date,True,1551,329.0,0,0.0,0,1551,329.0,0,0.0,0,162,0,0,0,False,False,True
CLI-0210,2025-06-30,Licores Santa Isabel,licoreria,Huancayo Cercado,2023-11-03,2023-11-01,2025-06-30,2023-11-01,first_purchase_date,True,607,0.0,12,927.08,2,607,0.0,12,927.08,2,53,5,7,-2,False,False,True
CLI-0211,2025-06-30,Tienda Virgen de Cocharcas,bodega,El Tambo,2021-07-21,2021-07-05,2025-06-12,2021-07-05,first_purchase_date,True,1456,18.0,8,684.96,3,1456,18.0,8,684.96,3,179,3,5,-2,False,False,True
CLI-0212,2025-06-30,Bodega Los Olivos,bodega,Huancayo Centro,2022-06-07,2022-06-01,2025-05-27,2022-06-01,first_purchase_date,True,1125,34.0,11,1125.36,3,1125,34.0,11,1125.36,3,127,3,8,-5,False,False,True
CLI-0213,2025-06-30,Minimarket Doña María,bodega,San Carlos,2021-05-10,2021-06-17,2025-05-29,2021-06-17,first_purchase_date,True,1474,32.0,16,2608.88,4,1474,32.0,16,2608.88,4,134,4,12,-8,False,False,True
CLI-0214,2025-06-30,Bodega El Tambo,bodega,El Tambo,2022-05-15,2022-05-15,2025-06-16,2022-05-15,first_purchase_date,True,1142,14.0,12,861.4300000000001,3,1142,14.0,12,861.4300000000001,3,157,3,9,-6,False,False,True
CLI-0215,2025-06-30,Licores El Ahorro,licoreria,Huancayo Centro,2021-03-11,2021-03-02,2024-03-09,2021-03-02,first_purchase_date,True,1581,478.0,0,0.0,0,1581,478.0,0,0.0,0,170,0,0,0,False,False,True
CLI-0216,2025-06-30,Licorería El Ahorro,licoreria,San Carlos,2023-06-28,2023-06-14,2025-06-30,2023-06-14,first_purchase_date,True,747,0.0,8,508.43,1,747,0.0,8,508.43,1,44,3,5,-2,False,False,True
CLI-0217,2025-06-30,Distribuidora Santa Isabel,licoreria,El Tambo,2025-03-24,2025-03-03,2025-05-30,2025-03-03,first_purchase_date,True,119,31.0,5,290.11,2,119,31.0,5,290.11,2,5,4,1,3,True,False,False
CLI-0218,2025-06-30,Tienda El Progreso,bodega,Huancayo Cercado,2021-07-30,2021-07-06,2025-06-15,2021-07-06,first_purchase_date,True,1455,15.0,9,800.98,3,1455,15.0,9,800.98,3,170,4,5,-1,False,False,True
CLI-0219,2025-06-30,Tienda El Buen Precio,bodega,San Carlos,2021-06-04,2021-06-15,2024-09-09,2021-06-15,first_purchase_date,True,1476,294.0,0,0.0,0,1476,294.0,0,0.0,0,144,0,0,0,False,False,True
CLI-0220,2025-06-30,Distribuidora San Martín,licoreria,El Tambo,2025-02-09,2025-02-10,2025-06-27,2025-02-10,first_purchase_date,True,140,3.0,10,576.25,2,140,3.0,10,576.25,2,10,7,3,4,True,False,False
CLI-0221,2025-06-30,Minimarket La Familia,bodega,Huancayo Centro,2021-12-26,2021-12-06,2024-11-01,2021-12-06,first_purchase_date,True,1302,241.0,0,0.0,0,1302,241.0,0,0.0,0,129,0,0,0,False,False,True
CLI-0222,2025-06-30,Restaurant Doña María,restaurante,Chilca,2021-08-09,2021-08-02,2024-03-27,2021-08-02,first_purchase_date,True,1428,460.0,0,0.0,0,1428,460.0,0,0.0,0,57,0,0,0,False,False,True
CLI-0223,2025-06-30,Distribuidora El Progreso,licoreria,Huancayo Centro,2021-03-09,2021-03-08,2025-06-30,2021-03-08,first_purchase_date,True,1575,0.0,26,2583.85,3,1575,0.0,26,2583.85,3,225,14,12,2,False,False,True
CLI-0224,2025-06-30,Mini El Centro,minimarket,Huancayo Cercado,2021-07-19,2021-07-01,2025-05-06,2021-07-01,first_purchase_date,True,1460,55.0,6,420.78,2,1460,55.0,6,420.78,2,110,3,3,0,False,False,True
CLI-0225,2025-06-30,Minimarket Don José,bodega,Huancayo Centro,2025-04-06,2025-04-07,2025-06-10,2025-04-07,first_purchase_date,True,84,20.0,6,709.7,2,84,20.0,6,709.7,2,6,6,0,6,True,False,False
CLI-0226,2025-06-30,Tienda Doña María,bodega,El Tambo,2025-04-02,2025-04-06,2025-06-12,2025-04-06,first_purchase_date,True,85,18.0,7,712.06,2,85,18.0,7,712.06,2,7,7,0,7,True,False,False
CLI-0227,2025-06-30,Market Virgen de Cocharcas,minimarket,El Tambo,2021-01-10,2021-01-08,2025-06-27,2021-01-08,first_purchase_date,True,1634,3.0,17,2571.71,3,1634,3.0,17,2571.71,3,201,4,13,-9,False,False,True
CLI-0228,2025-06-30,Pollería El Progreso,restaurante,El Tambo,2021-06-11,2021-06-06,2025-06-24,2021-06-06,first_purchase_date,True,1485,6.0,40,11850.79,4,1485,6.0,40,11850.79,4,345,11,29,-18,False,False,True
CLI-0229,2025-06-30,Mini Los Olivos,minimarket,El Tambo,2025-05-21,2025-06-10,2025-06-10,2025-06-10,first_purchase_date,True,20,20.0,1,63.65,1,20,20.0,1,63.65,1,1,1,0,1,True,True,False
CLI-0230,2025-06-30,Menú Virgen de Cocharcas,restaurante,Huancayo Cercado,2022-06-08,2022-06-15,2025-06-27,2022-06-15,first_purchase_date,True,1111,3.0,32,3232.03,3,1111,3.0,32,3232.03,3,166,20,12,8,False,False,True
