transaction_id,client_id,date,amount,sku_count,categories_purchased
TXN-001414,CLI-0139,2021-05-16,163.63,5,gaseosas|agua
TXN-001415,CLI-0450,2021-05-16,191.81,4,gaseosas|agua
TXN-001416,CLI-0303,2021-05-16,120.59,3,gaseosas|agua
TXN-001417,CLI-0055,2021-05-17,188.7,3,gaseosas|agua
TXN-001418,CLI-0358,2021-05-17,254.1,7,gaseosas|agua|jugos
TXN-001419,CLI-0267,2021-05-17,125.42,3,gaseosas|agua
TXN-001420,CLI-0303,2021-05-17,122.13,5,gaseosas|agua
TXN-001421,CLI-0356,2021-05-17,119.0,4,gaseosas|agua
TXN-001422,CLI-0119,2021-05-17,155.59,3,gaseosas|agua
TXN-001423,CLI-0005,2021-05-17,416.5,4,gaseosas|agua|jugos
TXN-001424,CLI-0231,2021-05-17,142.96,3,gaseosas|agua
TXN-001425,CLI-0440,2021-05-17,127.05,6,gaseosas|agua|jugos
TXN-001426,CLI-0176,2021-05-17,399.31,7,gaseosas|agua|jugos
TXN-001427,CLI-0374,2021-05-17,159.2,3,gaseosas|agua|jugos
TXN-001428,CLI-0190,2021-05-17,190.26,3,gaseosas|agua
TXN-001429,CLI-0467,2021-05-17,171.66,3,gaseosas|agua
TXN-001430,CLI-0060,2021-05-17,431.97,4,gaseosas|agua|jugos
TXN-001431,CLI-0484,2021-05-17,301.66,4,gaseosas|agua|jugos
TXN-001432,CLI-0310,2021-05-17,127.42,4,gaseosas|agua
TXN-001433,CLI-0367,2021-05-17,205.4,6,gaseosas|agua|jugos
TXN-001434,CLI-0303,2021-05-17,132.21,5,gaseosas|agua|jugos
TXN-001435,CLI-0365,2021-05-17,239.51,4,gaseosas|agua|jugos
TXN-001436,CLI-0072,2021-05-17,256.19,7,gaseosas|agua|jugos|energeticas
TXN-001437,CLI-0169,2021-05-17,318.42,7,gaseosas|agua|jugos
TXN-001438,CLI-0408,2021-05-18,139.88,4,gaseosas|agua
TXN-001439,CLI-0321,2021-05-18,324.08,7,gaseosas|agua|jugos|energeticas
TXN-001440,CLI-0176,2021-05-18,433.27,10,gaseosas|agua|jugos|energeticas
TXN-001441,CLI-0085,2021-05-18,107.36,4,gaseosas|agua
TXN-001442,CLI-0176,2021-05-18,405.3,8,gaseosas|agua|jugos|energeticas
TXN-001443,CLI-0477,2021-05-18,130.48,5,gaseosas|agua
TXN-001444,CLI-0344,2021-05-18,183.04,2,gaseosas|agua
TXN-001445,CLI-0363,2021-05-18,169.55,9,gaseosas|agua|jugos
TXN-001446,CLI-0010,2021-05-18,182.97,4,gaseosas|agua
TXN-001447,CLI-0235,2021-05-18,189.25,3,gaseosas|agua
TXN-001448,CLI-0080,2021-05-18,95.02,5,gaseosas|agua
TXN-001449,CLI-0460,2021-05-18,173.52,6,gaseosas|agua|jugos
TXN-001450,CLI-0390,2021-05-18,118.63,4,gaseosas|agua
TXN-001451,CLI-0498,2021-05-18,192.22,7,gaseosas|agua|jugos|energeticas
TXN-001452,CLI-0498,2021-05-18,195.05,10,gaseosas|agua|jugos|energeticas
TXN-001453,CLI-0430,2021-05-18,117.94,4,gaseosas|agua
TXN-001454,CLI-0240,2021-05-18,96.45,4,gaseosas|agua|jugos
TXN-001455,CLI-0424,2021-05-18,406.67,10,gaseosas|agua|jugos|energeticas
TXN-001456,CLI-0498,2021-05-18,202.52,10,gaseosas|agua|jugos|energeticas
TXN-001457,CLI-0138,2021-05-18,205.71,5,gaseosas|agua
TXN-001458,CLI-0408,2021-05-19,104.39,3,gaseosas|agua
TXN-001459,CLI-0235,2021-05-19,197.05,4,gaseosas|agua
TXN-001460,CLI-0060,2021-05-19,341.91,7,gaseosas|agua|jugos
TXN-001461,CLI-0060,2021-05-19,434.67,4,gaseosas|agua|jugos
TXN-001462,CLI-0292,2021-05-19,219.22,4,gaseosas|agua|jugos
TXN-001463,CLI-0440,2021-05-19,97.43,4,gaseosas|agua
TXN-001464,CLI-0144,2021-05-19,136.89,2,gaseosas|agua
TXN-001465,CLI-0177,2021-05-19,365.53,7,gaseosas|agua|jugos
TXN-001466,CLI-0136,2021-05-19,137.54,3,gaseosas|agua
TXN-001467,CLI-0460,2021-05-19,153.34,5,gaseosas|agua
TXN-001468,CLI-0367,2021-05-19,224.09,2,gaseosas|agua
TXN-001469,CLI-0450,2021-05-19,221.17,5,gaseosas|agua
TXN-001470,CLI-0380,2021-05-19,361.12,5,gaseosas|agua|jugos
TXN-001471,CLI-0270,2021-05-19,280.42,9,gaseosas|agua|jugos|energeticas
TXN-001472,CLI-0005,2021-05-19,336.05,7,gaseosas|agua|jugos|energeticas
TXN-001473,CLI-0343,2021-05-19,163.48,5,gaseosas|agua|jugos
TXN-001474,CLI-0176,2021-05-19,353.37,6,gaseosas|agua|jugos
TXN-001475,CLI-0122,2021-05-19,328.93,8,gaseosas|agua|jugos|energeticas
TXN-001476,CLI-0137,2021-05-19,121.09,3,gaseosas|agua
TXN-001477,CLI-0303,2021-05-19,159.28,5,gaseosas|agua|jugos
TXN-001478,CLI-0444,2021-05-20,173.18,3,gaseosas|agua|jugos
TXN-001479,CLI-0069,2021-05-20,417.61,8,gaseosas|agua|jugos|energeticas
TXN-001480,CLI-0144,2021-05-20,117.26,4,gaseosas|agua
TXN-001481,CLI-0181,2021-05-20,285.8,11,gaseosas|agua|jugos|energeticas
TXN-001482,CLI-0398,2021-05-20,247.61,5,gaseosas|agua|jugos
TXN-001483,CLI-0477,2021-05-20,149.56,4,gaseosas|agua|jugos
TXN-001484,CLI-0386,2021-05-20,188.28,7,gaseosas|agua|jugos
TXN-001485,CLI-0370,2021-05-20,152.1,4,gaseosas|agua
TXN-001486,CLI-0421,2021-05-20,385.33,6,gaseosas|agua|jugos|energeticas
TXN-001487,CLI-0371,2021-05-20,137.34,3,gaseosas|agua|jugos
TXN-001488,CLI-0371,2021-05-20,155.36,4,gaseosas|agua
TXN-001489,CLI-0112,2021-05-20,271.45,6,gaseosas|agua|jugos
TXN-001490,CLI-0235,2021-05-20,190.68,5,gaseosas|agua|jugos
TXN-001491,CLI-0424,2021-05-20,381.04,7,gaseosas|agua|jugos|energeticas
TXN-001492,CLI-0281,2021-05-20,364.03,8,gaseosas|agua|jugos
TXN-001493,CLI-0097,2021-05-20,269.05,5,gaseosas|agua|jugos|energeticas
TXN-001494,CLI-0176,2021-05-20,374.3,7,gaseosas|agua|jugos|energeticas
TXN-001495,CLI-0299,2021-05-20,124.09,5,gaseosas|agua|jugos
TXN-001496,CLI-0430,2021-05-20,116.23,5,gaseosas|agua|jugos
TXN-001497,CLI-0246,2021-05-20,175.03,3,gaseosas|agua
TXN-001498,CLI-0374,2021-05-20,130.87,7,gaseosas|agua|jugos
TXN-001499,CLI-0195,2021-05-21,182.24,6,gaseosas|agua|jugos
TXN-001500,CLI-0410,2021-05-21,270.03,8,gaseosas|agua|jugos
TXN-001501,CLI-0116,2021-05-21,198.04,7,gaseosas|agua|jugos
TXN-001502,CLI-0344,2021-05-21,150.57,3,gaseosas|agua
TXN-001503,CLI-0138,2021-05-21,192.38,9,gaseosas|agua|jugos
TXN-001504,CLI-0421,2021-05-21,345.7,6,gaseosas|agua|jugos|energeticas
TXN-001505,CLI-0119,2021-05-21,151.29,3,gaseosas|agua
TXN-001506,CLI-0453,2021-05-21,195.33,4,gaseosas|agua
TXN-001507,CLI-0408,2021-05-21,120.22,2,gaseosas|agua
TXN-001508,CLI-0293,2021-05-21,145.12,4,gaseosas|agua|jugos
TXN-001509,CLI-0324,2021-05-21,192.5,6,gaseosas|agua|jugos
TXN-001510,CLI-0119,2021-05-21,133.29,3,gaseosas|agua
TXN-001511,CLI-0341,2021-05-21,424.07,8,gaseosas|agua|jugos|energeticas
TXN-001512,CLI-0339,2021-05-21,488.95,7,gaseosas|agua|jugos
TXN-001513,CLI-0303,2021-05-21,129.53,4,gaseosas|agua|jugos
TXN-001514,CLI-0201,2021-05-21,288.54,6,gaseosas|agua|jugos
TXN-001515,CLI-0123,2021-05-21,182.4,2,gaseosas|agua
TXN-001516,CLI-0200,2021-05-21,433.09,6,gaseosas|agua|jugos
TXN-001517,CLI-0190,2021-05-21,187.79,7,gaseosas|agua|jugos
TXN-001518,CLI-0201,2021-05-22,258.2,6,gaseosas|agua|jugos
TXN-001519,CLI-0409,2021-05-22,141.61,5,gaseosas|agua|jugos
TXN-001520,CLI-0058,2021-05-22,305.87,5,gaseosas|agua|jugos
TXN-001521,CLI-0058,2021-05-22,322.09,5,gaseosas|agua|jugos
TXN-001522,CLI-0411,2021-05-22,134.12,7,gaseosas|agua|jugos
TXN-001523,CLI-0136,2021-05-22,157.7,2,gaseosas|agua
TXN-001524,CLI-0060,2021-05-22,349.31,8,gaseosas|agua|jugos
TXN-001525,CLI-0136,2021-05-22,154.05,9,gaseosas|agua|jugos
TXN-001526,CLI-0344,2021-05-22,141.48,2,gaseosas|agua
TXN-001527,CLI-0424,2021-05-22,428.63,7,gaseosas|agua|jugos
TXN-001528,CLI-0321,2021-05-22,266.61,6,gaseosas|agua|jugos
TXN-001529,CLI-0190,2021-05-22,231.36,2,gaseosas|agua
TXN-001530,CLI-0246,2021-05-22,187.13,5,gaseosas|agua|jugos
TXN-001531,CLI-0374,2021-05-22,143.83,4,gaseosas|agua|jugos
TXN-001532,CLI-0114,2021-05-22,183.23,7,gaseosas|agua|jugos
TXN-001533,CLI-0223,2021-05-22,117.0,5,gaseosas|agua
TXN-001534,CLI-0223,2021-05-22,99.48,2,gaseosas|agua
TXN-001535,CLI-0435,2021-05-22,81.01,5,gaseosas|agua|jugos
TXN-001536,CLI-0413,2021-05-22,65.85,2,gaseosas|agua
TXN-001537,CLI-0270,2021-05-22,273.98,8,gaseosas|agua|jugos|energeticas
TXN-001538,CLI-0177,2021-05-22,397.39,7,gaseosas|agua|jugos
TXN-001539,CLI-0312,2021-05-22,390.62,7,gaseosas|agua|jugos
TXN-001540,CLI-0386,2021-05-22,177.85,4,gaseosas|agua|jugos
TXN-001541,CLI-0390,2021-05-22,135.47,6,gaseosas|agua|jugos
TXN-001542,CLI-0252,2021-05-23,166.35,5,gaseosas|agua
TXN-001543,CLI-0293,2021-05-23,149.46,5,gaseosas|agua
TXN-001544,CLI-0449,2021-05-23,140.75,7,gaseosas|agua|jugos
TXN-001545,CLI-0449,2021-05-23,117.55,5,gaseosas|agua|jugos
TXN-001546,CLI-0312,2021-05-23,353.45,7,gaseosas|agua|jugos|energeticas
TXN-001547,CLI-0139,2021-05-23,154.98,9,gaseosas|agua|jugos
TXN-001548,CLI-0482,2021-05-23,152.47,6,gaseosas|agua|jugos
TXN-001549,CLI-0209,2021-05-23,110.01,7,gaseosas|agua|jugos
TXN-001550,CLI-0413,2021-05-23,69.82,4,gaseosas|agua
TXN-001551,CLI-0430,2021-05-23,111.16,5,gaseosas|agua|jugos
TXN-001552,CLI-0410,2021-05-23,328.19,8,gaseosas|agua|jugos
TXN-001553,CLI-0119,2021-05-23,118.14,5,gaseosas|agua
TXN-001554,CLI-0477,2021-05-23,120.98,3,gaseosas|agua
TXN-001555,CLI-0079,2021-05-24,165.51,7,gaseosas|agua|jugos
TXN-001556,CLI-0112,2021-05-24,347.43,9,gaseosas|agua|jugos|energeticas
TXN-001557,CLI-0147,2021-05-24,132.37,5,gaseosas|agua
TXN-001558,CLI-0299,2021-05-24,128.27,4,gaseosas|agua
TXN-001559,CLI-0122,2021-05-24,324.33,8,gaseosas|agua|jugos
TXN-001560,CLI-0365,2021-05-24,232.22,5,gaseosas|agua|jugos
TXN-001561,CLI-0350,2021-05-24,121.88,1,gaseosas
TXN-001562,CLI-0424,2021-05-24,391.33,6,gaseosas|agua|jugos
TXN-001563,CLI-0176,2021-05-24,377.16,7,gaseosas|agua|jugos
TXN-001564,CLI-0080,2021-05-24,99.51,4,gaseosas|agua
TXN-001565,CLI-0215,2021-05-24,115.1,5,gaseosas|agua|jugos
TXN-001566,CLI-0169,2021-05-25,324.23,6,gaseosas|agua|jugos
TXN-001567,CLI-0144,2021-05-25,120.95,4,gaseosas|agua
TXN-001568,CLI-0307,2021-05-25,162.49,4,gaseosas|agua
TXN-001569,CLI-0424,2021-05-25,375.51,8,gaseosas|agua|jugos|energeticas
TXN-001570,CLI-0482,2021-05-25,169.48,4,gaseosas|agua
TXN-001571,CLI-0444,2021-05-25,176.31,6,gaseosas|agua
TXN-001572,CLI-0395,2021-05-25,129.71,9,gaseosas|agua|jugos
TXN-001573,CLI-0479,2021-05-25,106.78,2,gaseosas
TXN-001574,CLI-0084,2021-05-25,127.77,2,gaseosas|agua
TXN-001575,CLI-0312,2021-05-25,399.72,5,gaseosas|agua|jugos
TXN-001576,CLI-0064,2021-05-25,188.62,8,gaseosas|agua|jugos
TXN-001577,CLI-0337,2021-05-25,88.73,4,gaseosas|agua
TXN-001578,CLI-0310,2021-05-25,132.97,5,gaseosas|agua
TXN-001579,CLI-0005,2021-05-25,416.04,5,gaseosas|agua|jugos
TXN-001580,CLI-0104,2021-05-25,242.53,4,gaseosas|agua
TXN-001581,CLI-0122,2021-05-25,345.58,7,gaseosas|agua|jugos
TXN-001582,CLI-0408,2021-05-25,121.86,4,gaseosas|agua|jugos
TXN-001583,CLI-0307,2021-05-25,135.92,6,gaseosas|agua
TXN-001584,CLI-0445,2021-05-25,90.72,5,gaseosas|agua
TXN-001585,CLI-0374,2021-05-25,126.9,4,gaseosas|agua
TXN-001586,CLI-0460,2021-05-26,133.7,5,gaseosas|agua
TXN-001587,CLI-0195,2021-05-26,166.42,5,gaseosas|agua|jugos
TXN-001588,CLI-0270,2021-05-26,316.29,5,gaseosas|agua|jugos
TXN-001589,CLI-0482,2021-05-26,183.5,4,gaseosas|agua
TXN-001590,CLI-0177,2021-05-26,426.57,7,gaseosas|agua|jugos|energeticas
TXN-001591,CLI-0390,2021-05-26,120.17,6,gaseosas|agua
TXN-001592,CLI-0192,2021-05-26,117.8,5,gaseosas|agua
TXN-001593,CLI-0339,2021-05-26,375.99,7,gaseosas|agua|jugos|energeticas
TXN-001594,CLI-0310,2021-05-26,126.61,6,gaseosas|agua|jugos
TXN-001595,CLI-0409,2021-05-26,153.61,4,gaseosas|agua
TXN-001596,CLI-0060,2021-05-26,350.5,7,gaseosas|agua|jugos
TXN-001597,CLI-0344,2021-05-26,186.75,6,gaseosas|agua
TXN-001598,CLI-0227,2021-05-26,232.87,7,gaseosas|agua|jugos
TXN-001599,CLI-0395,2021-05-26,110.44,6,gaseosas|agua|jugos
TXN-001600,CLI-0201,2021-05-26,269.56,7,gaseosas|agua|jugos|energeticas
TXN-001601,CLI-0360,2021-05-27,109.16,9,gaseosas|agua|jugos
TXN-001602,CLI-0484,2021-05-27,261.86,7,gaseosas|agua|jugos
TXN-001603,CLI-0409,2021-05-27,144.99,7,gaseosas|agua|jugos
TXN-001604,CLI-0293,2021-05-27,120.68,6,gaseosas|agua|jugos
TXN-001605,CLI-0014,2021-05-27,192.01,5,gaseosas|agua
TXN-001606,CLI-0421,2021-05-27,345.56,7,gaseosas|agua|jugos|energeticas
TXN-001607,CLI-0421,2021-05-27,397.48,10,gaseosas|agua|jugos|energeticas
TXN-001608,CLI-0116,2021-05-27,187.21,5,gaseosas|agua|jugos
TXN-001609,CLI-0103,2021-05-27,131.01,4,gaseosas|agua
TXN-001610,CLI-0300,2021-05-27,140.42,5,gaseosas|agua
TXN-001611,CLI-0337,2021-05-27,85.5,4,gaseosas|agua
TXN-001612,CLI-0321,2021-05-27,291.64,5,gaseosas|agua|jugos
TXN-001613,CLI-0192,2021-05-27,130.74,4,gaseosas|agua
TXN-001614,CLI-0124,2021-05-27,408.79,5,gaseosas|agua|jugos
TXN-001615,CLI-0467,2021-05-27,213.99,3,gaseosas|agua
TXN-001616,CLI-0430,2021-05-27,135.02,4,gaseosas|agua
TXN-001617,CLI-0289,2021-05-27,184.72,4,gaseosas|agua
TXN-001618,CLI-0363,2021-05-27,161.34,5,gaseosas|agua|jugos
TXN-001619,CLI-0430,2021-05-27,112.44,5,gaseosas|agua
TXN-001620,CLI-0084,2021-05-27,104.32,4,gaseosas|agua
TXN-001621,CLI-0200,2021-05-27,369.25,8,gaseosas|agua|jugos|energeticas
TXN-001622,CLI-0312,2021-05-28,383.88,8,gaseosas|agua|jugos
TXN-001623,CLI-0080,2021-05-28,118.35,2,gaseosas
TXN-001624,CLI-0324,2021-05-28,182.27,6,gaseosas|agua
TXN-001625,CLI-0240,2021-05-28,105.91,4,gaseosas|agua
TXN-001626,CLI-0326,2021-05-28,449.19,6,gaseosas|agua|jugos
TXN-001627,CLI-0410,2021-05-28,253.26,6,gaseosas|agua|jugos
TXN-001628,CLI-0337,2021-05-28,83.02,3,gaseosas|agua
TXN-001629,CLI-0103,2021-05-28,132.68,6,gaseosas|agua|jugos
TXN-001630,CLI-0139,2021-05-28,148.1,4,gaseosas|agua
TXN-001631,CLI-0241,2021-05-28,399.28,7,gaseosas|agua|jugos|energeticas
TXN-001632,CLI-0424,2021-05-28,448.35,4,gaseosas|agua|jugos
TXN-001633,CLI-0498,2021-05-28,230.19,8,gaseosas|agua|jugos|energeticas
TXN-001634,CLI-0363,2021-05-28,191.01,6,gaseosas|agua|jugos
TXN-001635,CLI-0363,2021-05-28,181.91,7,gaseosas|agua|jugos
TXN-001636,CLI-0358,2021-05-28,245.44,6,gaseosas|agua|jugos
TXN-001637,CLI-0200,2021-05-28,356.91,8,gaseosas|agua|jugos|energeticas
TXN-001638,CLI-0281,2021-05-28,335.53,10,gaseosas|agua|jugos|energeticas
TXN-001639,CLI-0386,2021-05-28,180.96,4,gaseosas|agua
TXN-001640,CLI-0430,2021-05-28,114.35,7,gaseosas|agua|jugos
TXN-001641,CLI-0395,2021-05-29,125.47,4,gaseosas|agua
TXN-001642,CLI-0097,2021-05-29,257.2,6,gaseosas|agua|jugos
TXN-001643,CLI-0119,2021-05-29,120.45,2,gaseosas|agua
TXN-001644,CLI-0104,2021-05-29,206.23,6,gaseosas|agua
TXN-001645,CLI-0104,2021-05-29,223.67,9,gaseosas|agua|jugos
TXN-001646,CLI-0215,2021-05-29,127.59,7,gaseosas|agua|jugos
TXN-001647,CLI-0484,2021-05-29,308.72,10,gaseosas|agua|jugos|energeticas
TXN-001648,CLI-0060,2021-05-29,390.6,7,gaseosas|agua|jugos|energeticas
TXN-001649,CLI-0026,2021-05-29,191.77,4,gaseosas|agua
TXN-001650,CLI-0231,2021-05-29,164.84,5,gaseosas|agua|jugos
TXN-001651,CLI-0498,2021-05-29,226.41,8,gaseosas|agua|jugos
TXN-001652,CLI-0055,2021-05-29,166.77,2,gaseosas|agua
TXN-001653,CLI-0058,2021-05-29,346.81,10,gaseosas|agua|jugos|energeticas
TXN-001654,CLI-0299,2021-05-29,102.02,6,gaseosas|agua|jugos
TXN-001655,CLI-0311,2021-05-29,216.56,9,gaseosas|agua|jugos|energeticas
TXN-001656,CLI-0331,2021-05-29,211.74,3,gaseosas|agua|jugos
TXN-001657,CLI-0176,2021-05-30,421.49,6,gaseosas|agua|jugos
TXN-001658,CLI-0064,2021-05-30,210.21,3,gaseosas|agua
TXN-001659,CLI-0467,2021-05-30,186.3,5,gaseosas|agua|jugos
TXN-001660,CLI-0231,2021-05-30,144.74,5,gaseosas|agua
TXN-001661,CLI-0014,2021-05-30,204.7,3,gaseosas|agua
TXN-001662,CLI-0381,2021-05-30,167.78,7,gaseosas|agua|jugos
TXN-001663,CLI-0363,2021-05-30,196.96,5,gaseosas|agua
TXN-001664,CLI-0358,2021-05-30,204.25,8,gaseosas|agua|jugos|energeticas
TXN-001665,CLI-0381,2021-05-30,196.93,4,gaseosas|agua
TXN-001666,CLI-0390,2021-05-30,138.63,4,gaseosas|agua|jugos
TXN-001667,CLI-0085,2021-05-30,113.25,5,gaseosas|agua|jugos
TXN-001668,CLI-0072,2021-05-30,254.44,7,gaseosas|agua|jugos
TXN-001669,CLI-0241,2021-05-30,382.53,5,gaseosas|agua|jugos
TXN-001670,CLI-0343,2021-05-30,153.94,3,gaseosas|agua
TXN-001671,CLI-0444,2021-05-30,203.38,4,gaseosas|agua
TXN-001672,CLI-0160,2021-05-30,184.15,4,gaseosas|agua|jugos
TXN-001673,CLI-0136,2021-05-30,130.88,5,gaseosas|agua|jugos
TXN-001674,CLI-0479,2021-05-30,81.79,5,gaseosas|agua
TXN-001675,CLI-0326,2021-05-31,393.22,5,gaseosas|agua|jugos
TXN-001676,CLI-0095,2021-05-31,167.57,3,gaseosas|agua
TXN-001677,CLI-0464,2021-05-31,407.21,6,gaseosas|agua|jugos|energeticas
TXN-001678,CLI-0293,2021-05-31,147.76,5,gaseosas|agua|jugos
TXN-001679,CLI-0410,2021-05-31,294.73,6,gaseosas|agua|jugos
TXN-001680,CLI-0252,2021-05-31,144.81,2,gaseosas|agua
TXN-001681,CLI-0014,2021-05-31,193.15,5,gaseosas|agua
TXN-001682,CLI-0374,2021-05-31,138.45,2,gaseosas|agua
TXN-001683,CLI-0070,2021-05-31,250.67,7,gaseosas|agua|jugos
TXN-001684,CLI-0005,2021-05-31,392.16,9,gaseosas|agua|jugos|energeticas
TXN-001685,CLI-0060,2021-05-31,374.67,6,gaseosas|agua|jugos
TXN-001686,CLI-0246,2021-05-31,192.34,4,gaseosas|agua
TXN-001687,CLI-0176,2021-05-31,435.83,4,gaseosas|agua|jugos
TXN-001688,CLI-0303,2021-05-31,138.24,4,gaseosas|agua
TXN-001689,CLI-0060,2021-05-31,353.78,4,gaseosas|agua|jugos
TXN-001690,CLI-0085,2021-05-31,102.54,3,gaseosas|agua
TXN-001691,CLI-0138,2021-05-31,216.82,5,gaseosas|agua
TXN-001692,CLI-0139,2021-05-31,166.43,7,gaseosas|agua|jugos
TXN-001693,CLI-0482,2021-05-31,197.18,7,gaseosas|agua|jugos
TXN-001694,CLI-0370,2021-05-31,175.09,3,gaseosas|agua|jugos
TXN-001695,CLI-0201,2021-05-31,329.91,4,gaseosas|agua|jugos
TXN-001696,CLI-0337,2021-06-01,84.26,6,gaseosas|agua|jugos
TXN-001697,CLI-0460,2021-06-01,144.19,7,gaseosas|agua|jugos
TXN-001698,CLI-0386,2021-06-01,185.58,4,gaseosas|agua
TXN-001699,CLI-0176,2021-06-01,401.37,8,gaseosas|agua|jugos|energeticas
TXN-001700,CLI-0363,2021-06-01,157.16,7,gaseosas|agua|jugos
TXN-001701,CLI-0010,2021-06-01,177.5,5,gaseosas|agua|jugos
TXN-001702,CLI-0240,2021-06-01,101.14,9,gaseosas|agua|jugos
TXN-001703,CLI-0498,2021-06-01,227.71,7,gaseosas|agua|jugos
TXN-001704,CLI-0195,2021-06-01,149.14,3,gaseosas|agua
TXN-001705,CLI-0097,2021-06-01,289.87,7,gaseosas|agua|jugos
TXN-001706,CLI-0421,2021-06-01,414.09,8,gaseosas|agua|jugos|energeticas
TXN-001707,CLI-0223,2021-06-01,108.03,7,gaseosas|agua|jugos
TXN-001708,CLI-0344,2021-06-01,149.97,3,gaseosas|agua
TXN-001709,CLI-0124,2021-06-01,359.23,10,gaseosas|agua|jugos|energeticas
TXN-001710,CLI-0374,2021-06-01,129.14,5,gaseosas|agua|jugos
TXN-001711,CLI-0349,2021-06-01,123.0,2,gaseosas|agua
TXN-001712,CLI-0354,2021-06-01,125.05,5,gaseosas|agua
TXN-001713,CLI-0354,2021-06-01,104.34,5,gaseosas|agua
TXN-001714,CLI-0344,2021-06-01,177.8,6,gaseosas|agua|jugos
TXN-001715,CLI-0465,2021-06-01,116.51,3,gaseosas|agua
TXN-001716,CLI-0005,2021-06-01,395.26,7,gaseosas|agua|jugos|energeticas
TXN-001717,CLI-0477,2021-06-01,150.73,8,gaseosas|agua|jugos
TXN-001718,CLI-0097,2021-06-01,295.09,8,gaseosas|agua|jugos|energeticas
TXN-001719,CLI-0440,2021-06-01,111.69,6,gaseosas|agua|jugos
TXN-001720,CLI-0079,2021-06-01,183.79,6,gaseosas|agua
TXN-001721,CLI-0339,2021-06-01,478.1,7,gaseosas|agua|jugos|energeticas
TXN-001722,CLI-0112,2021-06-01,278.7,8,gaseosas|agua|jugos|energeticas
TXN-001723,CLI-0183,2021-06-01,191.03,4,gaseosas|agua|jugos
TXN-001724,CLI-0177,2021-06-01,369.25,5,gaseosas|agua|jugos
TXN-001725,CLI-0398,2021-06-01,293.64,7,gaseosas|agua|jugos
TXN-001726,CLI-0170,2021-06-01,114.12,4,gaseosas|agua
TXN-001727,CLI-0200,2021-06-01,448.94,8,gaseosas|agua|jugos|energeticas
TXN-001728,CLI-0463,2021-06-02,99.66,4,gaseosas|agua
TXN-001729,CLI-0258,2021-06-02,110.75,4,gaseosas|agua
TXN-001730,CLI-0300,2021-06-02,135.57,2,gaseosas|agua
TXN-001731,CLI-0460,2021-06-02,131.0,4,gaseosas|agua
TXN-001732,CLI-0061,2021-06-02,462.97,7,gaseosas|agua|jugos|energeticas
TXN-001733,CLI-0479,2021-06-02,100.72,6,gaseosas|agua
TXN-001734,CLI-0408,2021-06-02,119.63,6,gaseosas|agua|jugos
TXN-001735,CLI-0270,2021-06-02,287.08,8,gaseosas|agua|jugos
TXN-001736,CLI-0490,2021-06-02,262.06,6,gaseosas|agua|jugos
TXN-001737,CLI-0095,2021-06-02,160.49,3,gaseosas|agua
TXN-001738,CLI-0065,2021-06-02,225.39,8,gaseosas|agua|jugos
TXN-001739,CLI-0138,2021-06-02,229.83,5,gaseosas|agua
TXN-001740,CLI-0014,2021-06-02,192.68,3,gaseosas|agua
TXN-001741,CLI-0200,2021-06-02,368.78,5,gaseosas|agua|jugos
TXN-001742,CLI-0176,2021-06-02,359.21,7,gaseosas|agua|jugos|energeticas
TXN-001743,CLI-0465,2021-06-02,131.11,3,gaseosas|agua
TXN-001744,CLI-0456,2021-06-02,402.44,6,gaseosas|agua|jugos|energeticas
TXN-001745,CLI-0122,2021-06-02,337.1,6,gaseosas|agua|jugos|energeticas
TXN-001746,CLI-0438,2021-06-02,180.09,3,gaseosas|agua
TXN-001747,CLI-0064,2021-06-02,197.07,8,gaseosas|agua|jugos
TXN-001748,CLI-0281,2021-06-02,346.56,10,gaseosas|agua|jugos|energeticas
TXN-001749,CLI-0174,2021-06-02,166.18,4,gaseosas|agua
TXN-001750,CLI-0060,2021-06-02,416.42,9,gaseosas|agua|jugos|energeticas
TXN-001751,CLI-0419,2021-06-02,291.16,10,gaseosas|agua|jugos|energeticas
TXN-001752,CLI-0026,2021-06-02,193.11,3,gaseosas|agua|jugos
TXN-001753,CLI-0104,2021-06-03,218.94,5,gaseosas|agua|jugos
TXN-001754,CLI-0292,2021-06-03,295.7,6,gaseosas|agua|jugos
TXN-001755,CLI-0042,2021-06-03,326.94,7,gaseosas|agua|jugos
TXN-001756,CLI-0116,2021-06-03,198.65,7,gaseosas|agua|jugos|energeticas
TXN-001757,CLI-0258,2021-06-03,113.91,7,gaseosas|agua|jugos
TXN-001758,CLI-0371,2021-06-03,158.24,8,gaseosas|agua|jugos
TXN-001759,CLI-0270,2021-06-03,274.68,5,gaseosas|agua|jugos
TXN-001760,CLI-0176,2021-06-03,466.61,8,gaseosas|agua|jugos|energeticas
TXN-001761,CLI-0341,2021-06-03,390.94,11,gaseosas|agua|jugos|energeticas
TXN-001762,CLI-0270,2021-06-03,326.64,6,gaseosas|agua|jugos
TXN-001763,CLI-0374,2021-06-03,128.48,5,gaseosas|agua
TXN-001764,CLI-0056,2021-06-03,267.55,9,gaseosas|agua|jugos|energeticas
TXN-001765,CLI-0252,2021-06-03,179.67,6,gaseosas|agua|jugos
TXN-001766,CLI-0056,2021-06-03,227.46,6,gaseosas|agua|jugos|energeticas
TXN-001767,CLI-0119,2021-06-03,147.32,5,gaseosas|agua|jugos
TXN-001768,CLI-0430,2021-06-03,104.73,4,gaseosas|agua|jugos
